"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"41434",10885374,"JA195031","03/21/2017 12:58:00 PM","014XX W 69TH ST","4625","OTHER OFFENSE","PAROLE VIOLATION","STREET","true","false",725,7,17,67,"26",1168010,1858993,2017,"03/28/2017 03:56:52 PM",41.768613132,-87.659716289,"(41.768613132, -87.659716289)"
"83512",10817942,"JA118469","01/16/2017 06:30:00 PM","085XX S COTTAGE GROVE AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","RESTAURANT","true","false",632,6,6,44,"04A",1183050,1848589,2017,"02/14/2017 03:49:42 PM",41.739727015,-87.604910522,"(41.739727015, -87.604910522)"
"91977",10801212,"JA100137","01/01/2017 02:30:00 AM","005XX N PINE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL","false","true",1523,15,37,25,"08B",1139434,1903144,2017,"02/14/2017 03:49:42 PM",41.890336685,-87.763389443,"(41.890336685, -87.763389443)"
"67745",10843186,"JA146378","02/08/2017 02:07:00 PM","054XX W CHICAGO AVE","033A","ROBBERY","ATTEMPT: ARMED-HANDGUN","SMALL RETAIL STORE","false","false",1524,15,37,25,"03",1140010,1904805,2017,"02/15/2017 03:56:10 PM",41.894884155,-87.761233398,"(41.894884155, -87.761233398)"
"36031",10884540,"JA194269","03/20/2017 04:45:00 PM","0000X E CHESTNUT ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","HOTEL/MOTEL","true","false",1833,18,42,8,"11",1176408,1906333,2017,"04/06/2017 03:53:25 PM",41.898333269,-87.62750777,"(41.898333269, -87.62750777)"
"48138",23192,"HZ532169","03/10/2017 08:23:00 PM","087XX S WOOD ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2221,22,21,71,"01A",1165867,1846792,2017,"03/17/2017 03:52:20 PM",41.735177647,-87.66791735,"(41.735177647, -87.66791735)"
"51739",10868870,"JA176132","03/05/2017 05:43:00 PM","045XX W CONGRESS PKWY","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","SIDEWALK","true","false",1131,11,24,26,"18",1146174,1897305,2017,"03/12/2017 03:48:46 PM",41.87418827,-87.73878528,"(41.87418827, -87.73878528)"
"70645",10838993,"JA141741","02/04/2017 04:45:00 PM","032XX W 16TH ST","1330","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","false","false",1022,10,24,29,"26",1155161,1891862,2017,"02/14/2017 03:49:42 PM",41.859076531,-87.705934976,"(41.859076531, -87.705934976)"
"45975",10878020,"JA187033","03/13/2017 06:00:00 AM","0000X E 88TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",632,6,6,44,"07",1177930,1846655,2017,"03/20/2017 03:59:14 PM",41.734537272,-87.623727727,"(41.734537272, -87.623727727)"
"33091",10898524,"JA210103","04/02/2017 06:40:00 PM","003XX N PINE AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","false","false",1523,15,28,25,"04A",1139436,1901846,2017,"04/09/2017 03:57:12 PM",41.886774773,-87.763413758,"(41.886774773, -87.763413758)"
"88558",10809217,"JA108425","01/08/2017 12:30:00 AM","068XX S HERMITAGE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","false","false",725,7,17,67,"14",1165859,1859354,2017,"02/14/2017 03:49:42 PM",41.769649723,-87.667590545,"(41.769649723, -87.667590545)"
"25952",10910418,"JA222998","04/13/2017 03:00:00 AM","019XX W POLK ST","0460","BATTERY","SIMPLE","HOSPITAL BUILDING/GROUNDS","false","false",1231,12,2,28,"08B",1163491,1896450,2017,"04/20/2017 03:58:21 PM",41.871495318,-87.67522912,"(41.871495318, -87.67522912)"
"12949",10933785,"JA250025","04/30/2017 03:00:00 PM","043XX N ASHLAND AVE","0890","THEFT","FROM BUILDING","RESIDENCE","false","false",1912,19,47,6,"06",1164878,1928809,2017,"05/08/2017 04:00:15 PM",41.960261199,-87.669216961,"(41.960261199, -87.669216961)"
"18022",10928281,"JA242895","04/24/2017 11:00:00 PM","030XX W ROSCOE ST","0810","THEFT","OVER $500","STREET","false","false",1733,17,33,21,"06",1155202,1922355,2017,"05/01/2017 03:53:39 PM",41.942751266,-87.70496463,"(41.942751266, -87.70496463)"
"66764",23126,"JA148042","02/09/2017 10:10:00 PM","053XX W FOSTER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false",1623,16,45,11,"01A",1139825,1934067,2017,"02/16/2017 03:49:36 PM",41.975185467,-87.761195638,"(41.975185467, -87.761195638)"
"1720",10945715,"JA264850","05/15/2017 03:30:00 PM","080XX W FOREST PRESERVE AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false",1631,16,36,17,"08B",1121826,1922614,2017,"05/22/2017 03:58:12 PM",41.944067844,-87.827634087,"(41.944067844, -87.827634087)"
"5453",10941724,"JA259585","05/11/2017 04:00:00 PM","063XX S COTTAGE GROVE AVE","0880","THEFT","PURSE-SNATCHING","SIDEWALK","false","false",312,3,20,42,"06",1182650,1863246,2017,"05/18/2017 03:53:44 PM",41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
"45161",10880141,"JA189254","03/16/2017 11:00:00 AM","060XX S THROOP ST","5000","OTHER OFFENSE","OTHER CRIME AGAINST PERSON","SCHOOL, PUBLIC, BUILDING","false","false",713,7,16,67,"26",1168691,1864782,2017,"03/23/2017 03:53:53 PM",41.784484203,-87.657053213,"(41.784484203, -87.657053213)"
"91526",10802741,"JA101953","01/02/2017 06:30:00 PM","133XX S AVENUE L","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true",433,4,10,55,"08B",1202080,1817038,2017,"02/14/2017 03:49:42 PM",41.652685143,-87.5362587,"(41.652685143, -87.5362587)"
"28279",10907264,"JA219763","04/09/2017 06:00:00 PM","081XX S SOUTH SHORE DR","0820","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","false","false",422,4,7,46,"06",1198563,1851699,2017,"04/16/2017 03:50:22 PM",41.747886704,-87.547970324,"(41.747886704, -87.547970324)"
"28817",10906448,"JA219099","04/09/2017 11:00:00 PM","106XX S BENSLEY AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false",434,4,10,51,"08B",1194549,1835048,2017,"04/16/2017 03:50:22 PM",41.702294432,-87.563224418,"(41.702294432, -87.563224418)"
"17521",10923991,"JA238255","04/25/2017 09:23:00 AM","038XX W GLADYS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1133,11,24,26,"08B",1150790,1898079,2017,"05/02/2017 03:50:33 PM",41.876223222,-87.721817052,"(41.876223222, -87.721817052)"
"5065",10944526,"JA263385","05/11/2017 09:00:00 AM","009XX E 42ND PL","0920","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE","STREET","false","false",214,2,4,36,"07",1183228,1877109,2017,"05/18/2017 03:53:44 PM",41.817984368,-87.603371358,"(41.817984368, -87.603371358)"
"55031",10864412,"JA170833","02/27/2017 08:00:00 PM","019XX S KEDZIE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",1022,10,24,29,"14",1155335,1890280,2017,"03/06/2017 03:51:31 PM",41.854731855,-87.705338748,"(41.854731855, -87.705338748)"
"66960",10845692,"JA148096","02/09/2017 09:30:00 PM","007XX N FRANKLIN ST","0820","THEFT","$500 AND UNDER","ALLEY","false","false",1831,18,42,8,"06",1174193,1905211,2017,"02/16/2017 03:49:36 PM",41.895304158,-87.635676726,"(41.895304158, -87.635676726)"
"80152",10823410,"JA123906","01/21/2017 02:20:00 AM","048XX N PULASKI RD","0810","THEFT","OVER $500","RESTAURANT","false","false",1712,17,39,14,"06",1148853,1931896,2017,"02/14/2017 03:49:42 PM",41.969057838,-87.728052698,"(41.969057838, -87.728052698)"
"59901",10855620,"JA160890","02/20/2017 02:48:00 PM","066XX S COTTAGE GROVE AVE","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","false","false",321,3,5,42,"06",1182702,1861192,2017,"02/27/2017 03:56:40 PM",41.774319025,-87.605795029,"(41.774319025, -87.605795029)"
"53452",10866158,"JA172517","03/02/2017 01:00:00 PM","0000X N DEARBORN ST","0890","THEFT","FROM BUILDING","RESTAURANT","false","false",112,1,42,32,"06",1175932,1900659,2017,"03/09/2017 03:56:38 PM",41.882774244,-87.629427024,"(41.882774244, -87.629427024)"
"52799",10867880,"JA174683","03/03/2017 11:30:00 PM","023XX W MADISON ST","0460","BATTERY","SIMPLE","DRUG STORE","false","false",1223,12,2,28,"08B",1160781,1899960,2017,"03/10/2017 03:51:07 PM",41.881183664,-87.685081252,"(41.881183664, -87.685081252)"
"89462",10808545,"JA107633","01/07/2017 06:45:00 PM","036XX W LEXINGTON ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",1133,11,24,27,"08B",1152325,1896455,2017,"02/14/2017 03:49:42 PM",41.87173664,-87.716223887,"(41.87173664, -87.716223887)"
"7967",10938286,"JA255498","05/08/2017 02:10:00 PM","002XX N LA SALLE ST","0890","THEFT","FROM BUILDING","RESTAURANT","false","false",122,1,42,32,"06",1175092,1901998,2017,"05/15/2017 03:54:29 PM",41.886467402,-87.632471344,"(41.886467402, -87.632471344)"
"51638",10872630,"JA179446","03/05/2017 09:30:00 PM","048XX S WOLCOTT AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","false","false",931,9,20,61,"14",1164501,1872644,2017,"03/13/2017 03:46:44 PM",41.806147909,-87.672193779,"(41.806147909, -87.672193779)"
"806",10954492,"JA274734","05/17/2017 09:04:00 AM","005XX W 75TH ST","1753","OFFENSE INVOLVING CHILDREN","SEX ASSLT OF CHILD BY FAM MBR","RESIDENCE","false","true",732,7,17,68,"02",NA,NA,2017,"05/24/2017 03:52:36 PM",NA,NA,""
"33090",10898525,"JA210092","04/02/2017 06:00:00 PM","066XX S HALSTED ST","0860","THEFT","RETAIL THEFT","GAS STATION","true","false",723,7,6,68,"06",1172118,1860614,2017,"04/09/2017 03:57:12 PM",41.772972076,-87.644610871,"(41.772972076, -87.644610871)"
"57538",10859244,"JA165041","02/23/2017 02:45:00 PM","086XX S JUSTINE ST","0313","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","STREET","false","false",614,6,21,71,"03",1167511,1847403,2017,"03/02/2017 03:54:20 PM",41.736819283,-87.661876926,"(41.736819283, -87.661876926)"
"32155",10901142,"JA212854","04/04/2017 10:22:00 PM","047XX W DEMING PL","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",2521,25,31,19,"14",1144387,1916626,2017,"04/11/2017 03:57:40 PM",41.927241019,-87.744859797,"(41.927241019, -87.744859797)"
"92531",10802640,"JA101654","01/02/2017 02:15:00 PM","067XX S ASHLAND AVE","031A","ROBBERY","ARMED: HANDGUN","GAS STATION","false","false",725,7,15,67,"03",1166831,1860122,2017,"02/14/2017 03:49:42 PM",41.771736514,-87.66400571,"(41.771736514, -87.66400571)"
"83157",10818809,"JA119166","01/17/2017 12:30:00 PM","041XX W WEST END AVE","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","APARTMENT","false","true",1114,11,28,26,"04A",1148799,1900652,2017,"02/14/2017 03:49:42 PM",41.883322519,-87.72906087,"(41.883322519, -87.72906087)"
"75185",10831740,"JA133490","01/28/2017 06:31:00 PM","024XX W 58TH ST","502R","OTHER OFFENSE","VEHICLE TITLE/REG OFFENSE","STREET","false","false",824,8,16,63,"26",1161138,1866142,2017,"02/14/2017 03:49:42 PM",41.788375907,-87.684708038,"(41.788375907, -87.684708038)"
"49587",10872293,"JA180287","03/08/2017 12:44:00 PM","036XX W HURON ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","STREET","true","false",1112,11,27,23,"18",1151833,1904422,2017,"03/15/2017 03:56:14 PM",41.893608624,-87.71782044,"(41.893608624, -87.71782044)"
"24561",10916292,"JA229536","04/14/2017 09:30:00 AM","010XX W FULTON MARKET","1121","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","OTHER","false","false",1214,12,27,28,"10",1169647,1902052,2017,"04/21/2017 03:50:30 PM",41.886735874,-87.652465,"(41.886735874, -87.652465)"
"37399",10892187,"JA202948","03/27/2017 08:00:00 PM","103XX S STATE ST","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","false","false",512,5,34,49,"04A",1178071,1836598,2017,"04/03/2017 03:56:38 PM",41.706936355,-87.623514952,"(41.706936355, -87.623514952)"
"82597",10819583,"JA120111","01/18/2017 08:35:00 AM","027XX N CENTRAL AVE","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false",2514,25,30,19,"06",1138572,1917607,2017,"02/14/2017 03:49:42 PM",41.930040514,-87.766203961,"(41.930040514, -87.766203961)"
"13903",10921916,"JA235789","04/23/2017 03:00:00 AM","007XX N AUSTIN BLVD","031A","ROBBERY","ARMED: HANDGUN","STREET","false","false",1511,15,29,25,"03",1136244,1904164,2017,"05/07/2017 03:49:43 PM",41.893193244,-87.775080434,"(41.893193244, -87.775080434)"
"28068",10912219,"JA224796","04/05/2017 03:00:00 PM","040XX W 24TH ST","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","PARKING LOT/GARAGE(NON.RESID.)","false","false",1013,10,22,30,"26",1149923,1887751,2017,"04/17/2017 04:05:36 PM",41.847898862,-87.725268984,"(41.847898862, -87.725268984)"
"54892",10864219,"JA170643","02/28/2017 05:30:00 PM","011XX W 93RD ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",2222,22,21,73,"07",1170487,1843124,2017,"03/07/2017 03:54:38 PM",41.725012866,-87.651098053,"(41.725012866, -87.651098053)"
"18346",10927483,"JA236592","04/23/2017 11:20:00 PM","070XX S NORMAL BLVD","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","RESIDENCE PORCH/HALLWAY","false","false",732,7,6,68,"04A",1174168,1858147,2017,"05/01/2017 03:52:02 PM",41.766157047,-87.637169319,"(41.766157047, -87.637169319)"
"8310",10937711,"JA254712","05/07/2017 09:40:00 PM","004XX W 70TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true",732,7,6,68,"14",1174687,1858516,2017,"05/14/2017 03:48:50 PM",41.767158083,-87.63525603,"(41.767158083, -87.63525603)"
"20249",10926252,"JA240725","02/16/2017 09:00:00 AM","073XX N SHERIDAN RD","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",2423,24,49,1,"11",NA,NA,2017,"04/27/2017 03:50:49 PM",NA,NA,""
"38657",10889928,"JA200451","03/25/2017 06:45:00 PM","025XX N NARRAGANSETT AVE","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false",2512,25,36,19,"06",1133317,1916205,2017,"04/01/2017 03:52:21 PM",41.926287021,-87.785547998,"(41.926287021, -87.785547998)"
"38289",10890526,"JA201338","03/26/2017 03:46:00 PM","004XX E 103RD ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false",512,5,9,49,"06",1180874,1836762,2017,"04/02/2017 03:54:47 PM",41.707322531,-87.613245456,"(41.707322531, -87.613245456)"
"74873",10832793,"JA134742","01/30/2017 12:00:00 AM","079XX S DR MARTIN LUTHER KING JR DR","1310","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","false","false",623,6,6,44,"14",1180275,1852549,2017,"02/14/2017 03:49:42 PM",41.750657714,-87.614956494,"(41.750657714, -87.614956494)"
"63397",10851961,"JA156227","02/15/2017 03:00:00 PM","066XX N DAMEN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",2412,24,50,2,"14",1161754,1944065,2017,"02/22/2017 03:53:51 PM",42.002190119,-87.680274634,"(42.002190119, -87.680274634)"
"29236",10905369,"JA217637","04/08/2017 05:00:00 PM","0000X E OHIO ST","0890","THEFT","FROM BUILDING","RESTAURANT","false","false",1834,18,42,8,"06",1176753,1904212,2017,"04/15/2017 03:52:51 PM",41.892505345,-87.626304822,"(41.892505345, -87.626304822)"
"40124",10895035,"JA205794","02/16/2017 09:00:00 AM","028XX W POLK ST","0560","ASSAULT","SIMPLE","RESIDENCE","false","true",1135,11,2,27,"08A",NA,NA,2017,"03/30/2017 03:51:05 PM",NA,NA,""
"23246",10914622,"JA228194","04/17/2017 01:25:00 PM","001XX W ROOSEVELT RD","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false",123,1,2,32,"06",1175232,1895031,2017,"04/24/2017 03:57:11 PM",41.867346388,-87.632166244,"(41.867346388, -87.632166244)"
"83376",10818079,"JA118641","01/16/2017 10:49:00 PM","034XX W WALNUT ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",1123,11,28,27,"26",1153419,1901461,2017,"02/14/2017 03:49:42 PM",41.885451976,-87.712074311,"(41.885451976, -87.712074311)"
"26261",10911412,"JA223982","04/12/2017 09:00:00 PM","028XX S HAMLIN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1031,10,22,30,"08B",1151503,1884815,2017,"04/19/2017 03:53:51 PM",41.839811264,-87.719547288,"(41.839811264, -87.719547288)"
"5235",10942137,"JA260226","05/11/2017 11:00:00 PM","042XX W WILCOX ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1115,11,28,26,"08B",1148078,1898997,2017,"05/18/2017 03:53:44 PM",41.878794911,-87.731751053,"(41.878794911, -87.731751053)"
"48403",10873506,"JA181228","03/09/2017 09:00:00 AM","115XX S PRINCETON AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","RESIDENCE","false","true",522,5,34,53,"04A",1176350,1828394,2017,"03/16/2017 03:53:03 PM",41.684462128,-87.630062502,"(41.684462128, -87.630062502)"
"24187",10913127,"JA226294","04/15/2017 06:00:00 PM","066XX S BELL AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","true",832,8,15,66,"08A",1162547,1860580,2017,"04/22/2017 03:52:16 PM",41.773083746,-87.679696762,"(41.773083746, -87.679696762)"
"56314",10867220,"JA173716","02/02/2017 05:00:00 PM","055XX W BELMONT AVE","1110","DECEPTIVE PRACTICE","BOGUS CHECK","CURRENCY EXCHANGE","false","false",2514,25,30,19,"11",NA,NA,2017,"03/04/2017 03:48:39 PM",NA,NA,""
"27275",10909348,"JA221918","04/11/2017 04:30:00 PM","045XX W WASHINGTON BLVD","0620","BURGLARY","UNLAWFUL ENTRY","CHURCH/SYNAGOGUE/PLACE OF WORSHIP","false","false",1113,11,28,26,"05",1146168,1900112,2017,"04/18/2017 03:59:10 PM",41.881891126,-87.73873591,"(41.881891126, -87.73873591)"
"34589",10896932,"JA208007","03/31/2017 09:50:00 PM","0000X N KILDARE AVE","3731","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING IDENTIFICATION","STREET","true","false",1115,11,28,26,"24",1147723,1899792,2017,"04/07/2017 03:54:07 PM",41.880983303,-87.733034139,"(41.880983303, -87.733034139)"
"50381",10870949,"JA178784","03/07/2017 06:50:00 PM","013XX S CANAL ST","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false",124,1,2,28,"06",1173336,1893976,2017,"03/14/2017 03:58:07 PM",41.864493678,-87.639158,"(41.864493678, -87.639158)"
"6954",10939394,"JA256835","05/09/2017 02:09:00 PM","094XX S COLFAX AVE","1360","CRIMINAL TRESPASS","TO VEHICLE","STREET","true","false",423,4,7,48,"26",1195150,1843050,2017,"05/16/2017 03:52:21 PM",41.724237919,-87.560760858,"(41.724237919, -87.560760858)"
"67985",10842795,"JA145923","02/08/2017 08:00:00 AM","010XX N MONTICELLO AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","false",1112,11,27,23,"08B",1151856,1906670,2017,"02/15/2017 03:56:10 PM",41.899776906,-87.717676724,"(41.899776906, -87.717676724)"
"67673",10843540,"JA146879","02/08/2017 08:10:00 PM","093XX S PEORIA ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",2223,22,21,73,"08B",1171955,1842927,2017,"02/15/2017 03:56:10 PM",41.724440218,-87.645726518,"(41.724440218, -87.645726518)"
"37751",10892062,"JA202866","03/27/2017 05:30:00 PM","066XX S MARSHFIELD AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",725,7,15,67,"14",1166469,1860682,2017,"04/03/2017 03:56:38 PM",41.77328095,-87.665316742,"(41.77328095, -87.665316742)"
"77471",10828430,"JA129820","01/25/2017 07:25:00 AM","032XX N SEMINARY AVE","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","APARTMENT","false","false",1924,19,44,6,"05",1168379,1921621,2017,"02/14/2017 03:49:42 PM",41.94046186,-87.656554344,"(41.94046186, -87.656554344)"
"71575",10837618,"JA139777","02/02/2017 10:37:00 PM","020XX W DEVON AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","COMMERCIAL / BUSINESS OFFICE","false","false",2412,24,50,2,"14",1161341,1942486,2017,"02/14/2017 03:49:42 PM",41.997865929,-87.681838215,"(41.997865929, -87.681838215)"
"35945",10893419,"JA202989","03/27/2017 08:55:00 PM","008XX N CICERO AVE","0860","THEFT","RETAIL THEFT","GAS STATION","false","false",1111,11,37,25,"06",1144207,1904963,2017,"04/06/2017 03:53:25 PM",41.895239896,-87.745814792,"(41.895239896, -87.745814792)"
"40255",10887802,"JA197647","03/23/2017 10:00:00 AM","064XX S LOWE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","CHA APARTMENT","false","false",723,7,16,68,"14",1173144,1862203,2017,"03/30/2017 03:51:05 PM",41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
"58728",10814121,"JA113456","01/12/2017 03:30:00 PM","053XX S CICERO AVE","0560","ASSAULT","SIMPLE","WAREHOUSE","true","false",814,8,23,56,"08A",1145276,1868431,2017,"03/01/2017 03:50:24 PM",41.794970953,-87.742811154,"(41.794970953, -87.742811154)"
"45987",10877931,"JA187075","03/13/2017 02:00:00 PM","001XX W 35TH ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA PLATFORM","false","false",915,9,11,34,"11",1175739,1881773,2017,"03/20/2017 03:59:14 PM",41.830954079,-87.630703226,"(41.830954079, -87.630703226)"
"38531",10891750,"JA202489","03/25/2017 05:00:00 PM","083XX S INGLESIDE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false",632,6,8,44,"14",1184005,1849918,2017,"04/01/2017 03:52:21 PM",41.743351699,-87.601370165,"(41.743351699, -87.601370165)"
"6049",10940768,"JA258578","05/10/2017 06:44:00 PM","067XX S PRAIRIE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",322,3,20,69,"08B",1179203,1860329,2017,"05/17/2017 03:52:49 PM",41.772031375,-87.618647916,"(41.772031375, -87.618647916)"
"33326",10902143,"JA213811","03/27/2017 12:55:00 PM","083XX S BRANDON AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false",424,4,10,46,"26",1198937,1850046,2017,"04/10/2017 03:48:51 PM",41.743341379,-87.546655278,"(41.743341379, -87.546655278)"
"14562",10928741,"JA242127","04/28/2017 01:40:00 AM","046XX N LINCOLN AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","true",1911,19,47,4,"08B",1160039,1930929,2017,"05/05/2017 03:50:30 PM",41.96618012,-87.686948644,"(41.96618012, -87.686948644)"
"5105",10943054,"JA260794","05/11/2017 03:00:00 AM","009XX W BELMONT AVE","0870","THEFT","POCKET-PICKING","BAR OR TAVERN","false","false",1933,19,44,6,"06",1169269,1921430,2017,"05/18/2017 03:53:44 PM",41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
"15232",10927032,"JA241434","04/27/2017 02:00:00 PM","0000X N STATE ST","0860","THEFT","RETAIL THEFT","DRUG STORE","false","false",112,1,42,32,"06",1176365,1900502,2017,"05/04/2017 03:57:25 PM",41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
"39726",10888647,"JA198606","03/23/2017 02:00:00 PM","063XX W WELLINGTON AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","false","false",2511,25,36,19,"04A",1133450,1919262,2017,"03/30/2017 03:51:05 PM",41.93467345,-87.784987435,"(41.93467345, -87.784987435)"
"78823",10826364,"JA127798","01/23/2017 09:00:00 AM","012XX S DAMEN AVE","1156","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","RESIDENCE","false","false",1233,12,2,28,"11",1163240,1894274,2017,"02/14/2017 03:49:42 PM",41.865529454,-87.676211793,"(41.865529454, -87.676211793)"
"91174",10804013,"JA103151","01/03/2017 05:45:00 PM","078XX S ASHLAND AVE","0810","THEFT","OVER $500","COMMERCIAL / BUSINESS OFFICE","false","false",611,6,17,71,"06",1167038,1852647,2017,"02/14/2017 03:49:42 PM",41.751219684,-87.663460293,"(41.751219684, -87.663460293)"
"20968",10919214,"JA232711","04/20/2017 05:00:00 PM","031XX N PULASKI RD","0820","THEFT","$500 AND UNDER","STREET","false","false",2523,25,31,21,"06",1149179,1920548,2017,"04/27/2017 03:50:49 PM",41.93791173,-87.727149134,"(41.93791173, -87.727149134)"
"48707",10874410,"JA182406","03/10/2017 03:05:00 PM","043XX W WILCOX ST","1822","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","APARTMENT","true","false",1115,11,28,26,"18",1147405,1898982,2017,"03/17/2017 03:52:20 PM",41.878766668,-87.734222587,"(41.878766668, -87.734222587)"
"90397",10805844,"JA104820","01/04/2017 10:30:00 PM","062XX W ROSCOE ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE-GARAGE","false","false",1633,16,36,17,"14",1134110,1921951,2017,"02/14/2017 03:49:42 PM",41.942040754,-87.782498386,"(41.942040754, -87.782498386)"
"50471",10870767,"JA178554","03/07/2017 05:00:00 PM","005XX E 31ST ST","0810","THEFT","OVER $500","STREET","false","false",133,1,4,35,"06",1181031,1884577,2017,"03/14/2017 03:58:07 PM",41.838528033,-87.611200282,"(41.838528033, -87.611200282)"
"41682",10885077,"JA194857","03/21/2017 09:00:00 AM","108XX S UNION AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","SCHOOL, PUBLIC, BUILDING","true","false",2233,22,34,49,"04A",1173572,1832934,2017,"03/28/2017 03:56:52 PM",41.696982374,-87.640098183,"(41.696982374, -87.640098183)"
"79920",10823537,"JA124687","01/21/2017 05:30:00 PM","064XX S DR MARTIN LUTHER KING JR DR","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",312,3,20,69,"14",1180025,1862499,2017,"02/14/2017 03:49:42 PM",41.777967289,-87.615568353,"(41.777967289, -87.615568353)"
"78451",10826115,"JA127546","01/23/2017 11:37:00 PM","085XX S MARQUETTE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","true","true",423,4,7,46,"14",1195641,1848970,2017,"02/14/2017 03:49:42 PM",41.740470798,-87.558767233,"(41.740470798, -87.558767233)"
